12 21 81041 2486 47582 8301 46332 418 16138 9445 41518 7831 28505 1780 33809 5319 22922 9574 12578 4592 48986 6171 11970 3972 33373 7025 40641 2346 1889 8741 26612 5602 34023 7021 48088 7957 15321 771 8374 1459 20215 9891 5641 5071 18022
13 21 74528 9449 40389 943 9023 2966 11886 8008 15488 208 38331 8861 33584 8971 27558 5473 4064 4169 7426 8086 27542 5513 36042 2862 16283 768 40672 2849 10658 6312 17919 5032 2113 4659 2326 7487 27624 4212 1846 9464 4419 177 8324
14 21 65745 4354 19147 2233 39826 9562 6402 7252 44000 295 19116 41 43156 1751 40808 180 4599 7818 46491 2518 12849 4955 13528 5174 42441 1152 45737 4287 615 6507 34463 5290 20861 9961 43874 7038 9523 275 40641 3522 569 9757 49914
15 21 76995 77 27859 7074 10256 2457 41243 3098 21326 4091 38053 4854 35616 493 42357 7705 41131 9323 30563 5593 964 1423 11906 4837 44813 1428 11464 5453 24949 8384 11561 1214 38460 9419 48287 5067 38228 9529 4517 9553 9971 8921 10758
16 21 67488 1939 5765 3114 9643 6896 12436 205 38840 9751 7980 745 24588 2792 22172 6051 4596 3472 14434 2509 21038 9246 21927 9324 664 154 25205 1532 36059 5175 30452 6816 13465 2569 16282 3107 49464 8717 29664 8303 24820 3995 5400
17 21 86346 9407 6786 3923 1809 7733 7395 6242 10241 8432 1839 8520 14107 8855 25025 9311 40386 7435 40838 7190 24251 4302 39758 532 43761 9221 35600 3424 43875 419 43770 9274 26177 555 43197 7985 44639 6943 10579 1232 11726 2417 19751
18 21 83640 5832 31271 4775 31495 8009 22210 8684 25198 2812 42985 4955 19695 3097 20527 5294 42872 4401 32065 6641 30027 8241 3547 9575 36226 8186 22869 6804 19417 4594 25572 5519 26777 3195 16645 4623 11203 5206 13306 6400 18017 2643 17706
19 21 97041 4063 25739 8232 9357 4963 18984 7773 21603 5362 32365 5150 21288 8590 39687 4156 31745 5455 28749 7317 30973 1878 46863 7617 46500 8065 2823 9806 10816 7191 48800 8521 41254 4538 33104 6962 25852 8439 24734 7455 153 7098 38956
20 21 61243 1440 42040 4994 15596 136 20448 696 13804 1420 48925 666 15388 5425 18730 8210 21582 9545 21753 381 24417 3006 11270 3872 29967 7122 8663 1052 928 5167 44501 9883 46606 2892 34876 8553 43028 1675 5601 6831 23094 4525 17497
21 21 74791 4833 16301 2578 23043 7882 48475 1147 24614 9243 24152 2236 29467 470 39357 8129 7873 6636 29647 8725 46518 6252 21617 7745 21157 996 19419 3109 37826 8864 13985 1674 13696 286 40604 3090 34519 9078 14236 9133 28320 4739 11368
22 21 86820 4138 25208 7076 12266 9432 23711 8264 18157 6580 34516 9773 676 2024 20768 6446 15132 4945 45309 9116 12971 5356 25753 3574 28446 272 9003 9033 35756 3674 13772 3475 27812 5331 30550 6429 4763 612 14693 9271 7191 9208 29043
23 21 74726 7866 37583 6162 44311 9066 7458 5971 14533 6780 47678 286 40353 6123 557 5707 1508 2664 19381 5279 16138 7192 36961 6687 3620 8075 17298 8312 47345 840 33871 2739 15057 1453 8900 5719 6870 2710 48041 1403 19489 5718 11688
24 21 75880 6194 38193 8596 41900 9700 31259 1280 21330 7396 24823 8290 10434 8443 16365 4083 46754 3709 34922 6977 6448 6330 34781 1699 8400 1651 30760 6440 13053 6601 2157 1092 42794 349 19687 1045 46400 7297 28677 7729 14692 3499 26019
25 21 87343 1477 31941 8735 35559 5047 38795 6832 8375 1594 3161 3155 43293 7912 1157 404 34351 561 7004 6507 21652 9797 43208 7690 17194 9607 41338 5870 7336 6029 49368 9706 13857 7661 24792 9415 9059 3586 36246 7433 25180 5758 10587
26 21 65364 4824 33669 8096 25227 8019 8656 2231 20878 308 48379 437 4349 5572 36395 5687 27793 3730 18067 3513 9787 1924 7525 4578 47690 6583 14516 288 34015 6047 6045 953 40870 6066 39048 6096 40436 7704 14678 7665 44363 3057 8101
27 21 66551 5063 44980 4496 27101 2773 4577 1520 32637 716 9795 161 31645 7484 6743 6160 7771 7109 2206 168 18061 9427 36233 3461 25523 6668 37516 6552 4333 8230 19608 8785 13292 940 39632 393 3712 4209 18264 2700 24924 8058 42860
28 21 73681 6568 35541 9602 19080 3312 6710 7637 23479 1122 47064 6063 30934 8938 2730 8449 45489 3414 16678 1449 2199 6322 12388 1830 36714 2451 2390 1329 35150 3665 49386 8009 16585 4926 43962 2016 44589 7023 39652 4419 24496 6715 10481
29 21 79915 5430 25652 9563 23878 7493 19328 6908 18941 7878 3229 1328 46060 6294 13778 8449 27622 8927 8466 7007 43287 5050 28284 7248 27065 2873 20622 6716 23643 5117 19783 476 546 1786 46390 776 49278 5717 47683 8218 19947 911 49545
30 21 67601 6006 7204 3322 14454 4825 28600 9271 11831 8238 14320 114 25485 7736 29338 6106 40804 9333 7575 586 36160 8120 22371 2549 48895 1649 14617 6577 6218 4563 47487 5763 568 4690 35436 1374 5866 388 20644 4048 18625 1316 40514
31 21 62435 462 9051 9851 22919 6206 5535 493 43143 1694 38613 5514 24242 3859 3514 5211 16788 9731 39773 4274 31845 341 35316 3633 38066 7533 14020 8709 41581 2644 26376 2094 9457 1779 18296 2376 17984 3831 12868 1127 15524 7832 42992
32 21 75537 6118 38043 2857 11328 4830 38939 7452 19103 784 7792 770 4416 5857 28303 4787 20918 9883 33782 7293 18328 3239 49071 6623 41966 3407 26805 4833 44533 8681 39017 3876 14798 7059 16732 2477 31888 5670 9928 7342 42805 4072 4464
33 21 69080 3572 46280 2766 48358 7197 19000 2140 30842 3679 41730 6264 40301 3695 29670 7106 4879 554 42138 247 44429 6935 37305 1160 15763 5544 16830 2042 19238 9634 26113 3701 23206 8745 22818 7915 5941 8169 36406 3134 11847 4487 15750
34 21 82697 8499 28181 5419 1956 9412 35973 4093 9658 6753 17379 3315 7913 3141 15210 1094 41535 4447 17079 7647 8147 6636 22743 964 44551 5036 39132 7308 48169 7330 41795 3918 35829 6327 25689 7784 35738 8013 31877 1748 24765 9255 41414
35 21 62790 2677 48748 6623 40122 282 41070 7201 24280 9216 30188 7023 46532 4738 42058 2015 38398 6578 19345 192 36848 5173 16518 2536 42956 8608 40548 1184 46707 5312 6791 8120 14341 1890 11094 814 28523 2163 44366 2802 17731 4554 16176
36 21 73163 614 15643 4585 32628 4040 31163 1972 583 8010 23496 7101 46897 2804 2060 7444 23987 5118 19107 7129 19589 9799 19018 682 20613 7540 49197 4978 16694 3279 5883 9221 13892 1526 23806 2871 25565 1320 14843 6148 39329 8338 9600
37 21 60419 6225 21141 8011 40020 1480 43128 5478 24960 2716 25277 3978 43397 2241 7869 8945 43570 4562 42223 9453 23783 6114 20978 3940 18985 2894 35259 179 5393 939 4868 4992 43515 2361 43002 3534 20192 2481 25363 5151 15196 639 39128
38 21 68067 4945 29231 3349 33889 2801 4262 2464 38605 4396 14929 5934 8335 265 38827 3593 443 4220 883 1663 25563 4397 14023 4917 44282 4214 37397 9645 29364 8945 36635 4844 10241 5866 48192 481 5018 2453 2944 9974 46849 7873 35907
39 21 68672 1535 18137 4733 31480 4932 35304 2362 6594 867 26759 6968 45783 7392 21181 9531 7036 6896 18475 23 1739 5067 42240 6282 5548 3609 35087 4843 23582 8287 9067 9488 19821 3556 572 1300 44839 5876 14 1432 46742 3124 4751
40 21 83895 8876 30515 5931 8406 3903 42826 3233 13925 917 4651 2516 27198 198 36124 8636 1393 9705 26922 6811 19192 6743 20366 6115 14394 5204 21990 4407 32987 5083 7530 7737 43958 4397 30019 8716 8299 9197 28300 8575 16465 2950 11090
41 21 57848 3662 9500 7213 38650 892 6917 5571 4054 2460 12313 4420 28574 3059 5975 6916 7465 5314 1998 1347 9402 2308 35743 9421 47375 393 44969 5674 48967 1433 8623 56 21446 8122 7268 95 45365 536 25666 9419 39347 4330 40190
42 21 69476 4272 47388 2516 1187 1205 17829 9537 18903 7231 48196 4645 33003 5570 15037 7971 21243 355 5755 6217 40410 7200 30691 4029 37295 2407 10916 2960 41825 262 33641 8366 885 7381 10882 2072 18585 5062 37960 7487 22292 2507 8483
43 21 61798 1646 14428 3519 15968 5670 3873 1722 48238 634 48922 8928 24662 6216 37687 5577 15527 5863 2190 5519 44229 3074 12899 1462 21497 1483 16523 5808 35321 5167 28314 3803 26812 2741 33673 2780 44762 3897 14501 9352 14530 3422 4631
44 21 77189 5543 15989 2317 7471 7867 38180 9660 13386 2408 29086 6284 20221 582 24119 6743 26390 9439 41909 1055 3242 8721 30148 3266 27852 4909 7163 2352 34260 8044 22126 8891 43587 4466 47559 7409 2333 5738 27069 2070 34497 2506 24705
45 21 91999 4717 23087 8823 7812 5828 8262 9720 3235 7855 34792 3382 31120 2643 24642 4634 21347 5254 42678 9824 30496 6264 14289 8054 3672 2973 30144 7092 15042 4640 19597 9747 35709 9036 4921 9872 41215 9534 9591 801 23740 735 10534
46 21 74800 1212 23377 5176 25845 1075 10429 8522 20898 7276 21137 1539 35329 1161 34511 1824 38252 5905 12816 4201 22003 8524 49588 3275 8395 7154 22809 4337 17955 6548 45071 8488 34111 4800 30015 9956 12226 6795 44829 3124 14070 5966 1014
47 21 71610 5751 7126 1876 47574 1729 17780 389 2281 6134 25264 8220 49409 10 25374 8569 699 9680 1468 5769 4519 5579 46920 4534 45534 9146 7680 362 8621 1750 22679 9634 37500 6156 11509 1425 7885 5641 11814 6517 18126 3429 11089
48 21 61607 7534 3439 2814 6102 4137 12493 7570 16257 3363 9500 3177 34248 5033 38674 1928 11746 3646 13677 4425 23279 7528 30580 1139 18952 4816 13131 7117 47685 1257 546 8773 15142 3984 11586 7596 24472 430 11517 728 23792 1016 20256
49 21 76057 4392 42400 8929 16319 4145 22574 6347 4921 2204 13874 5501 29695 9177 6668 6294 4352 6785 46839 3124 21927 822 41061 5874 41645 1490 3742 2372 21634 4757 2628 6025 33508 7908 28695 7652 16834 5041 8925 5389 5266 4425 25083
