24 21 500 3691 289 1459 59 1304 326 167 214 1769 208 497 498 1473 110 356 190 1153 435 763 205 1946 198 1371 246 962 45 1585 108 1971 382 1923 391 23 449 1326 207 1467 327 1174 240 1176 146 1849
25 21 500 2918 383 1835 353 1169 450 909 114 1147 279 1711 108 323 296 67 145 1529 490 535 51 1723 336 1229 281 1654 119 959 328 210 134 1825 59 368 12 1763 36 961 24 1001 107 1302 64 567
26 21 500 3320 477 359 485 621 239 1326 8 1790 48 1695 18 1680 348 488 138 175 198 771 352 1108 490 363 222 1377 323 245 378 1429 47 1793 347 1875 3 1332 495 741 9 354 30 409 88 1396
27 21 500 3833 387 726 422 1084 348 273 43 1338 135 1764 214 1957 9 1443 238 1907 235 84 281 1737 267 627 478 1128 481 1359 36 1380 258 1623 275 1644 200 1049 227 548 321 1621 237 308 384 950
28 21 500 3964 116 1392 245 353 298 331 289 1430 420 907 57 1249 34 1389 107 1921 268 1864 44 1895 359 243 443 937 142 615 378 922 441 680 390 1332 424 242 482 106 382 763 25 289 319 125
29 21 500 3661 174 207 232 595 327 947 490 1221 306 1084 163 1742 226 1129 299 1603 403 591 282 292 274 57 385 1255 267 18 39 555 188 1164 80 1747 247 174 73 1545 145 702 159 444 472 287
30 21 500 3156 94 1926 189 1684 60 1332 309 616 217 1564 130 483 433 169 389 1472 184 968 218 282 494 642 326 156 138 528 254 796 323 577 83 768 3 123 303 1062 307 1111 29 23 26 1159
31 21 500 3738 357 958 179 597 282 1714 416 351 495 1409 345 1820 417 982 199 522 278 21 99 1212 288 1601 186 1590 14 1492 201 1042 78 552 222 1036 230 1318 169 1943 234 519 289 994 363 109
32 21 500 4337 262 1197 159 1784 474 1180 382 185 319 834 222 1909 347 1714 461 1240 227 1038 292 1949 425 373 118 593 168 1203 464 956 197 1678 416 1810 374 575 93 199 254 474 235 424 307 957
33 21 500 3672 332 1505 170 1644 245 1896 182 888 196 1458 112 166 403 279 368 1866 235 1916 395 1002 226 769 76 1318 467 1681 144 54 105 1450 10 788 307 1679 432 403 426 1465 142 474 274 1253
34 21 500 3198 139 1676 32 358 393 1118 126 1788 119 351 408 47 20 226 79 163 279 535 465 1640 175 1623 318 106 25 1596 422 1666 69 1195 418 1059 223 801 416 1115 41 1254 389 743 13 787
35 21 500 3313 263 739 217 1277 369 1752 93 1009 426 1215 178 1883 239 273 156 1256 341 1702 26 1751 424 1326 167 391 96 1559 496 336 154 509 122 1768 99 690 44 967 293 989 327 570 203 1005
36 21 500 3515 452 1794 277 959 49 1970 161 1574 220 1936 252 1238 178 847 149 674 182 1802 155 1569 132 1344 464 98 137 1952 206 155 281 1510 300 1409 320 1348 378 1480 274 1450 268 525 187 445
37 21 500 3291 223 1835 118 1256 136 651 410 1556 282 1605 20 232 93 471 8 1151 477 1140 12 1276 48 1831 476 1926 163 249 227 1430 125 413 374 1199 100 1344 454 587 494 363 143 128 319 662
38 21 500 3852 211 412 132 1718 62 109 209 573 384 1756 403 359 33 65 459 1759 346 435 172 1720 133 1123 63 86 408 800 351 1887 119 512 97 1530 496 666 443 104 374 15 339 1630 269 550
39 21 500 4014 162 834 360 1773 179 295 296 750 279 1418 164 717 126 1924 368 977 310 986 340 759 367 1835 424 309 290 1298 175 481 444 1382 292 629 241 1064 159 1887 359 761 166 776 234 254
40 21 500 4838 347 1101 230 1009 439 1421 267 1305 256 1542 466 1897 339 992 377 469 435 1758 113 1415 351 1176 426 1237 387 186 254 14 109 1339 308 440 348 1668 378 1269 434 534 376 1327 272 166
41 21 500 3543 343 1149 486 629 258 1098 44 608 126 1469 197 1512 6 302 25 1466 141 144 273 80 491 1792 309 1259 77 194 134 904 45 1258 421 1239 406 406 367 15 356 262 475 481 82 1171
42 21 500 4673 492 87 472 1868 405 1464 11 1677 395 354 321 1203 112 1397 249 98 300 1145 355 1720 383 112 478 601 333 1215 452 1165 296 622 8 1735 446 1727 139 1909 238 1667 304 443 487 1358
43 21 500 3399 406 1236 106 503 35 250 209 1607 484 672 436 1585 150 1120 299 601 284 446 75 1791 180 20 17 170 280 1606 189 83 48 27 293 454 262 898 308 1149 500 1869 255 483 40 1542
44 21 500 4461 67 1689 161 1217 290 944 163 1864 86 194 235 954 216 514 412 904 449 1311 430 741 264 192 490 1424 340 1489 292 446 324 1831 487 742 372 647 459 513 442 1973 228 1379 166 962
45 21 500 3408 184 1233 327 1595 136 1127 406 1066 219 1021 109 209 444 948 49 87 245 724 270 1731 466 141 229 1776 5 1022 248 1732 252 265 45 1435 498 1223 30 1985 350 287 50 568 307 658
46 21 500 3632 128 103 457 1177 41 53 400 810 135 1717 302 863 492 658 236 1591 389 987 208 1785 422 1705 360 1803 189 1709 89 1091 247 100 256 201 409 1284 242 461 35 1903 96 1252 57 1810
47 21 500 3924 95 214 398 686 455 1384 245 1091 157 949 450 311 489 510 251 431 490 850 383 1245 50 1291 380 143 103 766 17 1954 360 1464 19 1257 1 1825 492 1745 416 1501 45 1717 311 385
48 21 500 4037 227 562 316 1716 411 1698 312 812 340 543 455 1442 308 1704 492 1677 157 1703 140 527 459 1992 352 302 236 1619 302 780 335 1613 164 1561 26 331 128 1936 28 1291 247 1367 333 53
49 21 500 4445 161 1141 256 1652 317 1764 206 308 291 1016 299 994 34 612 471 1165 446 1083 180 1859 460 1011 338 1895 390 1129 493 757 461 1398 269 453 5 272 477 1928 411 992 226 904 160 611
