10 45 151242 3490 335 4817 419 518 117 983 136 7262 388 3326 492 7171 341 1202 328 9554 309 8766 263 1118 81 7571 380 9020 409 7213 188 7625 110 8090 114 296 406 3384 313 375 218 4300 136 605 478 979 127 9818 181 806 371 8841 71 3986 310 9651 56 190 23 8964 402 562 440 5863 151 4053 158 7908 288 3323 282 4506 122 2270 462 7951 248 5589 120 1780 394 9843 120 5965 328 6930 467 1735 119 6989 198 872 402
11 45 150125 3638 87 8904 42 5596 312 7830 418 1445 187 2892 214 148 342 3314 236 4962 93 2130 304 5713 446 4983 494 6412 217 2464 253 3766 187 3654 255 2773 58 7797 369 5721 478 3517 164 6529 83 811 223 6896 47 8684 488 5028 339 4052 473 1173 397 5884 241 1860 488 8006 399 5642 113 7023 51 5909 243 6623 238 5381 139 1253 409 3721 63 1983 468 4961 166 8956 340 6856 359 5812 380 5108 48 8620 319 35 126
12 45 149541 1217 28 4738 240 2930 498 6334 52 7587 214 6043 339 9975 263 7253 457 6731 214 8975 38 4905 182 7748 217 6562 207 5116 181 2526 2 8158 94 9882 247 4685 311 2596 19 8715 34 2732 257 5372 206 871 125 1015 453 1190 489 2342 94 2170 90 3162 83 5648 129 264 173 6131 273 8267 12 372 451 5174 319 3969 388 5853 53 4996 224 2110 219 200 124 6171 389 3112 365 3835 134 1306 348 6716 453 7977 479
13 45 177440 5126 107 8104 244 6470 327 2694 143 4145 15 1883 497 2419 230 7573 28 5448 272 7652 471 5513 263 2835 347 8748 140 9046 464 7444 22 8794 69 7480 397 2312 449 1723 358 1944 220 724 178 2216 142 3407 288 7669 207 3912 320 9529 424 2435 215 5122 182 9206 167 2997 149 1189 291 9218 20 5039 381 8969 262 9238 264 8981 313 7441 48 9454 199 3688 475 8757 99 5146 285 7022 80 6999 143 5114 204 2661 462
14 45 165045 2853 201 6252 422 5221 291 6302 189 4404 392 7804 236 8204 244 7283 10 8794 322 7484 51 4920 129 2187 441 6561 186 435 26 1741 96 2487 445 3296 239 9366 16 6381 20 9056 284 3911 211 6871 466 4806 5 2475 100 7827 310 7502 246 5291 188 1039 351 8873 473 9876 466 920 214 7910 68 3804 128 5435 184 5647 343 7319 409 4053 41 4374 359 1046 201 2458 372 5862 311 7969 152 5998 7 3002 223 480 229
15 45 167411 8188 251 4295 449 8318 98 6076 253 4634 222 4595 304 7630 147 8845 356 3857 242 1556 166 5113 417 8976 433 4921 474 8440 422 2548 271 3503 235 3021 297 9535 191 5894 111 1443 379 3684 389 5183 314 7387 379 6021 244 6620 428 3909 84 7696 385 7516 116 4210 455 538 257 7577 40 3843 450 3377 140 4081 487 6082 312 9023 322 2494 188 2208 224 2708 451 5843 135 7360 278 4330 96 7793 446 805 100 7483 61
16 45 169094 4028 374 7755 477 6061 131 5616 493 6470 49 3804 492 2870 149 2179 78 8224 386 4880 418 7872 239 695 201 5186 340 9146 490 1291 480 9902 318 7205 156 6295 117 5139 262 6110 108 2663 265 3451 32 5266 129 6961 489 6866 193 3907 237 431 453 3289 469 5792 435 7958 82 1766 212 8752 471 1867 46 8587 357 9659 48 4964 321 3665 414 4205 430 394 17 8770 111 5709 28 4699 492 9981 488 4460 124 6774 269
17 45 137528 5558 39 2980 309 3861 199 5706 448 4555 216 9847 371 4037 11 4284 241 2440 30 2109 62 992 318 6589 191 309 421 30 268 1397 303 3536 454 5341 16 7614 202 4066 171 8001 120 1386 347 4490 422 1358 126 14 149 2507 123 4062 498 9940 151 5540 100 9923 69 1367 319 2371 254 4624 64 4121 237 9617 186 1907 469 6806 145 1815 295 5066 24 2772 432 6025 278 9906 86 5128 345 7088 167 2796 363 2588 162
18 45 145019 1033 458 5415 157 5373 388 4245 341 4073 4 5309 378 2148 124 8525 65 2999 148 4996 375 2926 401 1813 405 1097 252 5071 392 8614 158 4405 147 8968 172 1655 192 2059 251 2033 131 4754 341 3361 253 816 237 6818 167 5884 165 5541 161 3066 205 5917 14 8957 488 758 422 4997 14 3568 316 7685 74 1008 95 3825 40 8578 430 6732 290 8183 48 6526 500 7714 261 3164 106 274 81 3311 190 9447 119 3529 56
19 45 153545 2540 378 8069 460 5193 254 4033 52 8200 209 5591 277 5491 175 5066 173 2574 443 5024 139 3056 39 6244 181 3472 406 5870 418 4524 251 9473 416 628 41 5875 320 9646 259 8372 346 468 314 974 458 5340 392 5982 413 334 5 4551 241 5543 147 9421 14 3052 143 8283 428 7393 255 7343 372 1648 217 6543 145 9475 414 5490 294 1580 316 8603 419 5207 84 1184 392 1940 234 1633 483 2880 53 2848 284 2695 483
20 45 158106 6211 439 1589 405 810 236 9473 353 7233 447 8618 222 1593 49 1889 195 9820 95 1131 3 8987 70 3088 119 552 468 8023 252 4603 70 7234 165 3508 174 7069 170 8410 41 4374 494 1839 491 1067 431 5892 456 9978 211 50 108 3065 388 4177 152 2358 81 8471 381 7184 73 7450 269 237 309 5942 157 4330 203 197 203 2696 388 8046 263 8170 437 6718 147 5999 119 9254 415 8507 283 1566 216 863 389 7596 46
21 45 163032 5813 397 5166 50 5058 107 6058 387 1810 107 4442 5 994 487 8267 163 2775 336 3662 273 4455 415 4187 313 9049 104 6528 263 8492 476 660 305 1872 325 6706 281 6932 263 2668 241 1721 461 9597 214 5947 216 8229 221 5551 390 3845 357 1156 383 2021 205 6486 49 6467 330 9024 127 5634 247 2951 191 6880 234 7805 399 1326 26 9359 423 8591 305 1490 319 377 392 5060 221 9749 216 8603 121 2772 440 6669 90
22 45 175294 2769 44 9068 254 5643 371 9796 22 4604 101 8420 430 3478 278 3204 68 9434 193 5239 310 4436 298 382 184 2865 484 8657 488 6775 325 7578 396 3721 145 649 363 5015 297 8236 471 4397 7 1900 226 784 455 2645 69 2499 383 6378 434 4533 259 7470 249 2094 126 5737 368 7802 166 1115 22 6310 264 7236 177 8560 471 3647 308 8477 398 9885 112 9704 29 8532 202 6764 409 5487 148 8019 456 1396 112 9081 484
23 45 143530 5332 235 3149 446 4756 459 4561 492 3487 472 3814 485 5131 143 1734 15 606 437 7544 138 9990 159 398 476 8306 417 8432 201 4880 364 3185 63 7098 333 3009 206 2143 421 197 481 9745 362 5465 375 5356 198 9890 462 4986 285 1451 475 4443 348 451 248 264 234 8800 496 9097 484 8058 47 4669 418 752 163 7691 300 5144 435 4013 460 2309 369 4158 50 1682 495 8686 132 470 128 4979 420 2227 95 2505 27
24 45 143618 9442 453 9362 499 499 382 1269 250 3545 459 4901 40 6393 414 1999 53 8282 8 3603 463 8003 140 9446 324 1768 276 2095 346 8722 99 1372 163 2551 86 2014 50 7467 282 651 11 8592 404 2402 336 817 401 6388 450 3260 342 1764 262 4982 209 6085 101 8336 179 3446 58 9129 170 1572 180 8255 85 1081 73 3218 231 9436 309 9986 337 3144 302 2589 384 2603 349 2225 366 3462 58 1926 399 6658 262 429 456
25 45 135298 3671 58 7625 242 1237 231 8827 169 4303 396 6751 90 205 237 1927 200 7538 367 5583 493 6715 160 858 177 7717 136 2427 375 5749 355 830 419 8764 306 4660 500 3388 338 5020 42 8234 271 4132 290 8507 410 4489 396 3276 424 8888 491 583 246 6519 151 5233 445 5377 481 8151 206 399 415 7363 410 3266 250 1248 286 4792 333 56 423 622 62 1332 462 957 107 4237 197 949 319 2294 467 5822 26 2763 198
26 45 146710 8506 414 3756 256 4180 118 6665 445 8220 412 5730 363 96 137 8285 217 7050 468 8531 359 6926 267 555 227 3938 348 1693 259 373 308 956 230 8073 211 485 252 2181 149 9696 252 1413 278 6114 8 3914 398 8577 464 6717 107 5322 494 9873 376 4220 310 5075 265 3568 447 3072 376 676 496 1938 12 9747 470 1012 294 7221 424 7571 334 284 337 4083 212 5152 299 2318 473 7145 42 2700 364 2352 274 3628 271
27 45 167624 9572 51 9498 99 6898 436 4110 144 1905 473 8790 126 249 212 8811 32 548 394 2095 199 44 412 2523 188 9305 222 4904 156 9347 383 279 418 7934 128 1868 183 3915 477 7827 320 3802 468 1297 50 5679 459 4581 227 9352 175 8277 248 7438 300 2935 242 2373 338 4750 220 9073 380 6989 358 7507 357 4540 274 1185 366 9945 486 5333 93 9035 12 4051 467 3590 403 2993 366 9150 282 2665 436 9876 390 2626 125
28 45 171955 3109 198 2356 449 5055 214 5305 94 3987 342 8312 431 7827 496 1523 214 7359 74 9532 300 5328 377 9166 329 5658 182 9264 33 9571 241 6509 31 6290 364 5480 344 5078 136 7290 416 9977 453 9347 156 1948 221 3721 159 2794 252 2958 473 2128 475 5301 286 3009 417 9670 79 5509 179 7962 299 1394 441 3142 323 6928 283 8239 405 8735 437 1060 35 1157 132 2693 451 4383 2 4775 363 477 76 7000 485 7344 169
29 45 141519 2415 352 9199 376 4650 93 168 144 3415 96 926 153 352 13 5589 263 3047 98 8894 91 3400 276 4092 174 2490 420 4601 489 4404 444 6158 171 1148 356 9898 297 5948 418 6292 215 9865 218 3719 216 9582 308 7978 128 8757 223 4718 156 2850 309 329 340 9729 430 4828 484 6873 485 6 20 2693 404 169 492 6321 460 706 185 29 425 2752 110 84 229 8589 340 303 306 995 152 8467 323 8491 47 6252 319
30 45 144036 1382 477 655 388 3848 347 7643 16 8339 315 6828 44 2851 208 3468 102 2818 51 2682 258 8742 484 7416 236 6135 234 1059 126 6780 162 4296 13 3138 450 2252 486 8297 394 7353 487 6560 180 2030 410 7388 350 1363 57 1752 44 4314 494 3379 229 229 366 3962 139 491 93 1301 138 7958 290 6087 209 7775 235 6455 480 3721 14 5659 103 2424 398 304 138 5954 407 4182 120 8900 412 4700 481 9777 162 3119 119
31 45 152462 2106 271 7756 63 7913 195 272 39 7281 226 3518 354 6091 177 9456 366 8574 111 5004 380 4517 37 7499 269 9448 198 5249 225 7211 219 5843 169 1842 451 5731 254 145 354 1792 425 5431 310 1130 22 838 85 6387 263 3047 390 6642 64 6926 492 7332 374 9042 432 1950 252 3650 144 1920 343 4094 3 1596 90 6356 388 4367 287 5049 496 3308 386 2433 194 1648 479 7436 142 9394 361 1485 77 7086 26 2008 35
32 45 145488 6778 10 3179 49 3852 124 9051 448 566 407 5187 432 3545 235 6779 352 2472 211 2897 471 1042 332 5112 435 1045 449 9864 130 3474 371 3517 103 3880 47 1652 84 6670 54 9531 235 8812 69 8518 356 1303 297 5559 126 859 308 596 400 1491 60 8687 35 5008 50 665 481 420 33 1436 152 3579 87 4735 248 140 117 3835 452 1685 352 7659 339 7648 218 9464 7 8025 411 6758 15 8470 444 8402 329 3993 418
33 45 161224 4662 265 5950 97 7768 28 9183 2 9775 174 9470 461 4625 154 2313 136 492 312 1853 307 1170 229 2717 428 2095 39 9723 496 7367 68 5913 28 7184 362 8124 451 7741 158 3804 368 9332 273 3828 308 778 492 8943 121 8804 147 3927 325 3375 495 604 470 533 327 2317 400 6746 82 6279 429 2795 403 5231 36 8060 34 4403 243 8658 230 4051 435 7074 493 3407 229 140 185 8553 366 6679 9 1687 212 2187 4
34 45 173033 1463 432 8585 241 9212 379 8495 442 1914 55 9827 168 297 484 7250 199 4270 323 3692 176 6551 183 7712 103 48 390 6963 87 7953 149 2090 267 8080 26 3508 291 8404 354 1732 170 1260 410 9337 57 6393 438 8607 14 7260 150 4689 310 8832 400 5265 232 3142 227 3318 446 1376 259 3213 307 8784 72 9450 39 1425 33 6560 185 5443 249 593 335 5186 199 8849 446 7849 389 2607 32 8641 223 4615 134 6450 284
35 45 150822 5579 177 2394 291 9983 177 1862 432 1068 287 3317 127 2323 259 6227 415 593 413 2113 293 210 313 5682 316 5697 174 7039 163 8807 340 7299 385 368 192 3176 350 7221 389 6134 140 1027 450 8618 349 4560 345 6263 152 2609 228 7297 318 7392 330 1985 440 3 375 6103 161 5214 253 9545 81 9444 72 2283 16 6813 268 7655 339 569 273 1188 128 7469 302 6631 77 4881 427 2894 273 3256 230 8064 258 6605 18
36 45 151937 8418 170 270 315 3751 66 9738 385 5433 50 3504 88 4389 72 5712 428 9199 32 2081 181 9608 462 6108 353 5586 363 82 149 8973 186 4167 242 4856 288 4408 458 6853 146 3694 138 7047 197 1725 287 1268 288 9714 318 3319 147 8998 278 5108 105 8130 193 820 211 693 144 1249 211 9885 456 1999 293 3765 203 4790 458 3840 336 4654 416 9623 273 2055 188 5442 225 3834 291 1002 441 2248 131 5985 67 3030 210
37 45 130093 1294 240 5446 249 6238 238 7513 293 4527 322 1632 215 2327 400 2337 99 1954 24 6392 179 1858 182 1032 150 9429 15 3135 495 208 16 8056 1 6755 2 1601 345 3239 113 7137 118 6786 120 6832 112 1371 20 3710 325 3543 101 3355 252 3634 238 8902 63 7252 388 5557 311 903 465 5311 157 3466 411 3353 56 2375 489 3525 160 1961 356 8271 331 2227 332 3007 270 4784 213 7521 418 3451 274 1480 54 1161 388
38 45 150206 865 415 3352 175 2424 169 9438 276 6225 164 2617 249 3676 77 6457 298 7907 183 2982 266 804 265 9978 177 2534 280 7450 365 6834 463 105 198 3377 308 224 152 2977 13 7928 53 4177 44 1653 204 5120 109 2501 378 3144 482 2995 299 9599 473 4975 484 9104 277 5201 437 91 157 9986 319 1464 210 1971 292 6222 398 2696 250 6793 349 7305 264 8809 306 7641 452 1639 136 2251 89 9960 77 2425 63 8705 125
39 45 158573 1352 295 9281 337 8614 96 7898 84 4240 472 6833 435 7221 125 1283 26 1888 92 683 380 8395 173 2867 145 6262 178 574 186 8241 278 2662 92 8073 294 7280 38 1741 178 9973 480 5649 305 2915 221 6781 49 98 20 640 280 7251 35 9453 118 6031 66 9295 456 7103 387 2234 116 9830 158 4409 110 6047 1 2287 19 8481 287 2823 247 3507 455 8295 457 974 287 736 224 673 40 4693 203 4957 340 6011 59
40 45 130821 4226 96 8174 56 7605 434 1165 151 1435 303 9669 267 441 343 4013 299 4797 159 255 122 297 491 6697 469 3882 390 4024 339 8081 34 7249 306 4629 275 6361 233 708 377 5883 494 31 403 1112 471 745 124 770 393 135 24 366 431 8366 62 1400 100 4803 275 7438 383 1808 38 5189 288 2812 401 1372 372 8130 106 8365 160 5508 477 4983 104 952 104 4496 438 9479 361 4221 345 8274 472 2796 429 3746 85
41 45 147556 2311 53 7622 351 4692 434 8104 63 305 233 9668 21 744 175 849 226 4130 153 7829 125 5590 308 9837 310 1504 462 1781 299 3890 26 883 53 7430 356 6403 121 1641 358 8183 297 7090 202 3318 334 5728 18 9911 357 8670 240 4833 260 1399 169 421 402 9131 54 3552 372 4079 286 1924 361 5641 179 9981 134 5536 16 1930 478 5069 247 3163 297 2117 73 653 286 7164 486 1397 62 6506 318 7815 488 371 218
42 45 153813 1360 301 4855 283 8661 496 7961 494 481 349 5861 410 8826 429 4009 488 8077 125 1412 82 6910 76 567 307 3489 424 6476 156 5412 346 5373 123 3998 228 2757 11 7075 70 4004 55 6918 216 9964 95 3496 472 4082 73 96 345 6654 358 420 72 1664 409 6995 491 7916 258 7688 288 8232 185 9867 489 695 441 4410 50 4495 327 7265 311 9773 261 1134 206 2333 82 2050 338 939 470 8909 454 2730 403 3444 145
43 45 146874 1013 131 284 244 2815 151 6584 362 7091 493 911 438 8671 176 5100 443 5288 233 8648 120 3814 198 2957 252 9519 217 3705 100 471 500 9244 483 4630 379 7079 297 6029 162 3658 472 1007 420 7409 177 9095 360 4472 234 5092 471 4705 406 6520 13 9 38 2229 66 4637 200 3565 232 534 47 2463 112 8343 491 7626 352 7962 132 9271 222 4660 218 581 483 1803 25 4954 8 7282 473 520 290 3863 249 3707 351
44 45 161304 5448 272 1435 481 8170 397 9945 364 8739 70 7567 53 2553 337 4774 212 7906 207 9047 61 3731 500 2568 12 1824 87 4653 38 5835 360 6889 134 1983 323 9967 152 8571 411 3015 309 3832 81 361 384 3769 487 9947 27 3193 493 4087 275 9344 154 4286 168 6092 438 3205 279 3649 445 5912 131 1119 230 5782 189 8492 148 3350 323 2080 210 5058 349 5196 5 227 240 349 313 8014 193 7318 151 7212 409 3941 268
45 45 161352 1687 89 9565 451 9572 183 2532 205 372 24 6853 73 3346 432 3782 256 1132 330 9760 358 6421 460 2022 287 6152 339 9437 215 9100 229 2835 138 3670 399 7440 241 3081 472 4945 304 995 149 9876 192 7081 10 5447 212 1691 58 5922 111 8018 443 8897 21 3634 334 236 233 4414 70 6222 83 1820 162 7675 400 3633 120 1056 479 768 283 1670 200 7292 469 8764 482 5026 185 7093 395 2627 341 9916 260 7026 3
46 45 157052 5344 440 5924 66 5874 243 5227 49 8994 211 2520 49 6189 287 3684 210 3839 475 7678 102 6309 56 7286 253 8450 264 2093 365 8876 119 4867 219 6910 142 2136 283 4884 214 2683 378 8924 202 278 464 4841 313 5674 179 1288 203 7632 448 8758 417 52 208 7532 144 1924 407 7614 143 6978 375 284 113 10 20 2827 192 5397 102 7894 26 5918 234 2339 91 7764 478 7645 395 277 403 6663 328 3610 194 2471 385
47 45 166284 601 437 5027 430 3663 163 3042 172 3182 220 6364 430 6674 109 3307 91 9694 145 533 457 1974 177 9203 250 4579 217 2577 40 6410 400 2777 362 4188 155 7291 350 5817 185 7874 498 8904 237 279 77 1197 86 4519 390 5582 51 4698 56 9580 400 6157 10 6116 86 1402 377 2837 178 8591 376 8332 233 7577 1 8917 450 5850 173 6038 129 6101 234 9714 120 8123 147 2022 320 5554 453 3071 63 8463 38 3148 364
48 45 155840 767 336 393 209 2063 224 7941 139 9224 210 5089 74 3734 478 7554 334 4712 119 6805 186 5265 179 8358 319 3131 280 8881 445 3318 380 7808 436 7067 200 6144 129 3276 436 8767 351 9997 207 3924 230 7685 329 3564 248 1447 220 7933 212 1898 142 3882 381 422 114 9325 91 7493 485 526 59 1684 21 39 311 9808 305 162 305 9012 437 3534 48 8266 449 1795 212 169 79 2775 418 5073 8 9798 494 2121 475
49 45 163362 5584 465 8959 461 6875 494 1833 413 8305 140 5718 466 1444 81 8902 330 480 167 4778 126 3231 298 4704 5 9716 276 9013 365 1621 485 1339 56 3450 149 6016 324 3643 200 3589 299 5840 306 6764 135 6738 17 4964 217 9184 94 5842 266 7391 397 4770 106 3025 134 9323 497 7619 13 4553 420 3662 420 7743 156 1120 183 1954 311 6988 69 3297 77 7085 261 3645 120 4354 338 1385 244 9087 7 5202 463 2640 376
