34 15 88 1 7 2 3 3 34 5 20 4 38 6 44 8 8 19 31 7 20 9 25 10 33 11 40 16 15 12 35 14 5
35 15 86 1 19 2 46 5 42 3 4 4 36 7 13 6 9 10 22 9 43 12 28 8 36 11 9 17 50 14 10 15 7
36 15 86 1 42 2 30 3 34 4 13 6 3 5 7 7 30 8 45 9 5 10 12 13 45 12 37 11 27 19 1 14 14
37 15 86 1 43 2 28 3 14 5 11 4 22 7 21 8 16 6 36 10 16 13 25 9 40 12 6 11 50 18 26 15 2
38 15 86 1 13 2 16 3 18 4 35 6 45 5 14 8 21 7 37 9 12 18 24 13 5 12 24 10 10 11 22 15 5
39 15 85 1 22 2 26 4 1 3 43 5 13 6 1 7 13 8 27 12 33 14 49 10 21 9 38 11 25 13 34 17 7
40 15 88 1 25 2 24 3 17 4 33 5 40 8 31 6 48 7 7 9 50 14 38 10 44 13 23 17 11 16 18 11 18
41 15 84 1 19 2 33 3 16 5 22 7 35 4 12 6 30 8 27 9 9 12 12 11 11 13 2 10 47 14 11 15 32
42 15 89 1 2 2 31 3 41 4 35 6 36 5 45 7 5 8 49 9 15 10 28 17 20 14 27 11 17 12 13 19 26
43 15 86 1 40 2 1 3 42 4 4 5 46 7 1 6 33 10 28 8 18 12 31 9 37 13 30 11 15 16 45 17 29
44 15 86 1 7 2 18 5 41 3 32 4 33 6 25 10 2 9 7 7 33 8 24 15 37 12 19 11 1 16 23 14 13
45 15 84 1 43 2 35 3 41 4 31 6 6 5 33 8 17 10 34 7 8 11 31 9 8 13 14 12 11 15 12 14 19
46 15 86 1 48 2 36 3 19 4 38 5 35 8 45 11 11 10 45 7 15 6 10 9 50 13 48 16 39 17 34 12 17
47 15 86 1 26 2 17 3 27 4 6 7 1 6 17 5 18 10 30 8 34 11 12 9 10 13 35 12 32 14 4 19 43
48 15 84 1 9 2 38 3 25 4 32 7 46 5 41 8 2 6 19 9 26 14 39 11 47 10 10 13 37 12 25 15 38
49 15 84 1 50 4 36 2 41 3 20 6 38 5 18 7 43 8 13 9 2 12 46 13 34 16 24 11 34 10 23 14 27
