18 21 100 749 45 328 10 306 70 372 7 95 80 255 43 262 93 413 50 492 31 347 78 484 44 225 65 61 71 49 32 390 68 402 34 295 64 139 16 435 98 111 66 104 5 428
19 21 100 625 96 269 77 40 99 76 17 82 19 93 46 231 63 146 11 146 35 278 48 220 25 111 40 397 8 50 14 163 6 341 59 174 70 250 72 497 18 205 67 210 3 398
20 21 100 731 73 448 60 18 35 189 17 406 13 379 16 53 27 175 54 41 38 360 33 48 85 154 97 157 50 414 69 123 15 66 47 315 77 217 49 165 78 364 22 182 90 48
21 21 100 706 35 30 85 346 15 284 31 268 80 239 70 345 51 438 68 318 55 314 32 331 82 132 47 15 76 378 58 157 19 106 92 101 42 489 26 219 34 57 9 103 2 112
22 21 100 766 92 369 29 246 34 60 28 416 91 275 82 227 50 11 85 407 42 50 83 38 95 60 9 229 17 417 31 18 23 238 8 320 67 248 90 409 22 171 36 123 81 272
23 21 100 674 81 262 65 430 42 299 20 337 59 280 27 48 47 196 28 321 33 235 93 55 2 240 45 362 13 467 49 235 16 261 84 397 54 135 68 242 58 319 5 14 74 77
24 21 100 631 98 408 69 204 61 160 23 272 67 71 59 318 43 326 30 378 22 483 12 142 25 4 40 382 74 86 38 39 36 167 35 40 27 147 39 249 18 357 72 128 14 453
25 21 100 787 3 91 27 438 68 162 58 359 95 132 45 385 70 203 51 358 21 437 49 248 83 139 48 353 96 19 80 21 32 285 76 175 11 413 29 330 26 86 88 172 69 132
26 21 100 701 56 91 87 6 48 407 43 48 6 377 86 354 29 33 24 61 54 308 45 381 82 7 10 336 70 47 75 93 16 7 49 58 57 451 4 457 77 89 62 257 22 385
27 21 100 717 17 27 92 161 7 25 19 51 86 354 72 385 29 416 87 64 9 483 22 265 85 221 68 93 49 108 54 358 91 174 55 34 13 59 5 415 96 411 38 280 31 77
28 21 100 774 69 39 11 490 55 195 63 322 88 163 30 41 20 10 83 46 17 417 32 129 27 288 96 222 98 133 54 188 38 484 16 207 75 26 81 221 10 203 60 273 84 252
29 21 100 922 44 345 35 189 61 51 72 442 77 60 89 450 57 321 55 297 59 491 12 17 65 290 64 245 62 174 99 221 98 134 93 479 58 482 91 8 53 84 36 312 38 421
30 21 100 779 45 192 17 255 82 480 71 398 69 334 95 482 59 145 54 8 79 26 1 109 35 282 51 195 86 335 50 458 19 470 2 363 38 156 96 17 78 294 64 140 22 284
31 21 100 727 25 330 14 402 82 374 36 263 77 430 11 212 49 120 18 22 44 407 29 492 76 159 85 265 22 276 35 295 59 476 60 457 50 396 71 26 88 388 19 308 89 181
32 21 100 842 65 395 61 356 22 219 92 286 19 21 87 30 79 314 6 291 71 255 38 341 81 66 11 468 54 382 27 75 70 307 91 116 20 499 42 423 82 461 95 468 90 426
33 21 100 707 81 195 16 403 49 105 44 81 70 6 1 475 39 27 60 186 76 405 42 65 94 383 75 195 34 494 84 411 27 230 78 29 31 82 24 463 3 482 63 78 20 242
34 21 100 611 30 180 79 373 7 35 14 171 28 149 61 255 43 346 48 379 56 374 60 233 3 490 66 26 53 269 67 198 8 27 58 38 16 72 65 386 13 98 54 8 44 153
35 21 100 740 38 51 27 197 84 281 39 301 58 491 69 17 9 266 95 417 45 204 6 44 19 378 60 156 77 373 53 82 32 48 34 321 99 112 17 234 92 55 50 397 55 66
36 21 100 660 6 72 60 174 16 215 79 111 33 356 71 288 84 395 92 317 26 440 51 446 90 162 14 123 54 221 8 455 17 462 20 374 34 31 47 249 45 378 12 229 85 382
37 21 100 666 16 321 76 259 37 253 98 187 50 87 1 363 61 106 83 69 60 52 30 431 25 415 13 324 9 53 27 137 89 108 4 309 62 446 35 312 84 184 59 141 33 379
38 21 100 712 52 384 8 482 60 323 46 335 90 54 39 416 42 228 23 45 36 405 7 333 91 470 17 426 67 352 77 493 44 242 15 378 2 489 75 88 78 429 79 445 70 406
39 21 100 770 67 367 93 223 25 126 13 494 94 390 12 145 64 241 89 71 47 385 14 65 53 488 5 182 68 183 26 90 40 92 56 84 32 61 78 325 54 19 88 351 83 128
40 21 100 873 39 153 75 223 16 87 88 381 40 176 85 421 43 419 47 32 58 490 87 293 56 170 54 285 94 207 4 234 57 238 61 248 90 135 70 57 74 158 37 165 73 437
41 21 100 584 27 91 35 159 25 497 93 332 19 446 16 364 4 271 97 61 8 458 44 129 54 369 38 242 33 174 15 322 1 357 56 311 9 332 59 101 63 177 98 131 41 401
42 21 100 702 1 137 13 409 46 472 57 390 62 110 90 204 43 264 70 316 16 326 71 226 34 155 36 286 17 265 83 447 5 436 93 248 8 91 72 264 80 24 26 89 81 83
43 21 100 751 28 250 98 495 27 221 72 113 75 308 50 43 85 342 20 41 19 148 62 390 63 293 65 340 34 230 68 457 21 418 52 500 38 23 12 364 82 213 6 105 97 247
44 21 100 745 84 68 39 408 87 286 69 128 1 14 93 240 99 474 12 266 30 432 35 233 31 24 8 394 41 459 46 455 91 281 23 30 88 261 67 409 40 67 22 132 59 372
45 21 100 767 57 370 37 387 53 24 71 84 47 430 29 434 87 78 68 94 20 448 16 201 88 228 96 467 86 317 51 444 7 313 76 293 66 51 1 98 45 81 83 467 12 486
46 21 100 714 65 131 86 280 32 273 7 51 68 473 36 484 23 132 30 444 50 474 61 101 41 13 38 446 56 165 43 142 29 225 27 460 99 318 58 218 42 294 53 417 77 75
47 21 100 774 98 72 76 423 33 76 64 197 25 201 42 408 56 158 50 349 38 227 27 297 82 177 66 92 94 108 37 446 13 372 73 84 48 395 68 275 58 465 52 310 6 159
48 21 100 674 18 116 61 366 53 387 45 102 20 21 67 111 15 26 47 360 1 211 84 225 95 431 62 57 29 26 8 39 19 408 99 479 25 403 65 469 4 236 90 423 56 198
49 21 100 773 77 402 28 248 15 37 93 344 67 176 62 274 26 492 98 380 56 367 36 444 10 142 11 309 86 225 13 293 23 342 46 402 89 361 38 65 53 134 83 80 95 56
